Season,League,League,G,RS,RA,OBP,SLG,BA,OOBP,OSLG,W,Playoffs
1977,MIL,AL,162,639,765,0.314,0.389,0.258,,,67,0
1977,MIN,AL,161,867,776,0.348,0.417,0.282,,,84,0
1977,MON,NL,162,665,736,0.318,0.402,0.26,,,75,0
1977,NYM,NL,162,587,663,0.313,0.346,0.244,,,64,0
1977,NYY,AL,162,831,651,0.344,0.444,0.281,,,100,1
1977,OAK,AL,161,605,749,0.308,0.352,0.24,,,63,0
1977,PHI,NL,162,847,668,0.346,0.448,0.279,,,101,1
1977,PIT,NL,162,734,665,0.331,0.413,0.274,,,96,0
1977,SDP,NL,162,692,834,0.324,0.375,0.249,,,69,0
1977,SEA,AL,162,624,855,0.312,0.381,0.256,,,64,0
1977,SFG,NL,162,673,711,0.323,0.383,0.253,,,75,0
1977,STL,NL,162,737,688,0.33,0.388,0.27,,,83,0
1977,TEX,AL,162,767,657,0.342,0.405,0.27,,,94,0
1977,TOR,AL,161,605,822,0.316,0.365,0.252,,,54,0
1976,ATL,NL,162,620,700,0.32,0.334,0.245,,,70,0
1976,BAL,AL,162,619,598,0.31,0.358,0.243,,,88,0
1976,BOS,AL,162,716,660,0.324,0.402,0.263,,,83,0
1976,CAL,AL,162,550,631,0.306,0.318,0.235,,,76,0
1976,CHC,NL,162,611,728,0.313,0.356,0.251,,,75,0
1976,CHW,AL,161,586,745,0.314,0.349,0.255,,,64,0
1976,CIN,NL,162,857,633,0.357,0.424,0.28,,,102,1
1976,CLE,AL,159,615,615,0.321,0.359,0.263,,,81,0
1976,DET,AL,161,609,709,0.315,0.365,0.257,,,74,0
1976,HOU,NL,162,625,657,0.322,0.347,0.256,,,80,0
1976,KCR,AL,162,713,611,0.327,0.371,0.269,,,90,1
1976,LAD,NL,162,608,543,0.313,0.349,0.251,,,92,0
1976,MIL,AL,161,570,655,0.311,0.34,0.246,,,66,0
1976,MIN,AL,162,743,704,0.341,0.375,0.274,,,85,0
1976,MON,NL,162,531,734,0.291,0.34,0.235,,,55,0
1976,NYM,NL,162,615,538,0.319,0.352,0.246,,,86,0
1976,NYY,AL,159,730,575,0.328,0.389,0.269,,,97,1
1976,OAK,AL,161,686,598,0.323,0.361,0.246,,,87,0
1976,PHI,NL,162,770,557,0.338,0.395,0.272,,,101,1
1976,PIT,NL,162,708,630,0.321,0.391,0.267,,,92,0
1976,SDP,NL,162,570,662,0.31,0.337,0.247,,,73,0
1976,SFG,NL,162,595,686,0.312,0.345,0.246,,,74,0
1976,STL,NL,162,629,671,0.323,0.359,0.26,,,72,0
1976,TEX,AL,162,616,652,0.321,0.341,0.25,,,76,0
1975,ATL,NL,161,583,739,0.313,0.346,0.244,,,67,0
1975,BAL,AL,159,682,553,0.326,0.373,0.252,,,90,0
1975,BOS,AL,160,796,709,0.344,0.417,0.275,,,95,1
1975,CAL,AL,161,628,723,0.322,0.328,0.246,,,72,0
1975,CHC,NL,162,712,827,0.338,0.368,0.259,,,75,0
1975,CHW,AL,161,655,703,0.331,0.358,0.255,,,75,0
1975,CIN,NL,162,840,586,0.353,0.401,0.271,,,108,1
1975,CLE,AL,159,688,703,0.327,0.392,0.261,,,79,0
1975,DET,AL,159,570,786,0.301,0.366,0.249,,,57,0
1975,HOU,NL,162,664,711,0.32,0.359,0.254,,,64,0
1975,KCR,AL,162,710,649,0.333,0.394,0.261,,,91,0
1975,LAD,NL,162,648,534,0.325,0.365,0.248,,,88,0
1975,MIL,AL,162,675,792,0.32,0.389,0.25,,,68,0
1975,MIN,AL,159,724,736,0.341,0.386,0.271,,,76,0
1975,MON,NL,162,601,690,0.317,0.348,0.244,,,75,0
1975,NYM,NL,162,646,625,0.319,0.361,0.256,,,82,0
1975,NYY,AL,160,681,588,0.325,0.382,0.264,,,83,0
1975,OAK,AL,162,758,606,0.333,0.391,0.254,,,98,1
1975,PHI,NL,162,735,694,0.342,0.402,0.269,,,86,0
1975,PIT,NL,161,712,565,0.323,0.402,0.263,,,92,1
1975,SDP,NL,162,552,683,0.31,0.335,0.244,,,71,0
1975,SFG,NL,161,659,671,0.333,0.365,0.259,,,80,0
1975,STL,NL,163,662,689,0.327,0.375,0.273,,,82,0
1975,TEX,AL,162,714,733,0.33,0.371,0.256,,,79,0
1974,ATL,NL,163,661,563,0.319,0.363,0.249,,,88,0
1974,BAL,AL,162,659,612,0.322,0.37,0.256,,,91,1
1974,BOS,AL,162,696,661,0.333,0.377,0.264,,,84,0
1974,CAL,AL,163,618,657,0.321,0.356,0.254,,,68,0
1974,CHC,NL,162,669,826,0.327,0.365,0.251,,,66,0
1974,CHW,AL,163,684,721,0.33,0.389,0.268,,,80,0
1974,CIN,NL,163,776,631,0.343,0.394,0.26,,,98,0
1974,CLE,AL,162,662,694,0.311,0.37,0.255,,,77,0
1974,DET,AL,162,620,768,0.303,0.366,0.247,,,72,0
1974,HOU,NL,162,653,632,0.322,0.378,0.263,,,81,0
1974,KCR,AL,162,667,662,0.327,0.364,0.259,,,77,0
1974,LAD,NL,162,798,561,0.342,0.401,0.272,,,102,1
1974,MIL,AL,162,647,660,0.309,0.369,0.244,,,76,0
1974,MIN,AL,163,673,669,0.336,0.378,0.272,,,82,0
1974,MON,NL,161,662,657,0.335,0.35,0.254,,,79,0
1974,NYM,NL,162,572,646,0.311,0.329,0.235,,,71,0
1974,NYY,AL,162,671,623,0.324,0.368,0.263,,,89,0
1974,OAK,AL,162,689,551,0.321,0.373,0.247,,,90,1
1974,PHI,NL,162,676,701,0.32,0.373,0.261,,,80,0
1974,PIT,NL,162,751,657,0.335,0.391,0.274,,,88,1
1974,SDP,NL,162,541,830,0.302,0.33,0.229,,,60,0
1974,SFG,NL,162,634,723,0.322,0.358,0.252,,,72,0
1974,STL,NL,161,677,643,0.331,0.365,0.265,,,86,0
1974,TEX,AL,161,690,698,0.336,0.377,0.272,,,83,0
1973,ATL,NL,162,799,774,0.339,0.427,0.266,,,76,0
1973,BAL,AL,162,754,561,0.345,0.389,0.266,,,97,1
1973,BOS,AL,162,738,647,0.338,0.401,0.267,,,89,0
1973,CAL,AL,162,629,657,0.318,0.348,0.253,,,79,0
1973,CHC,NL,161,614,655,0.32,0.357,0.247,,,77,0
1973,CHW,AL,162,652,705,0.324,0.372,0.256,,,77,0
1973,CIN,NL,162,741,621,0.332,0.383,0.254,,,99,1
1973,CLE,AL,162,680,826,0.315,0.387,0.256,,,71,0
1973,DET,AL,162,642,674,0.32,0.39,0.254,,,85,0
1973,HOU,NL,162,681,672,0.312,0.376,0.251,,,82,0
1973,KCR,AL,162,755,752,0.339,0.381,0.261,,,88,0
1973,LAD,NL,162,675,565,0.323,0.371,0.263,,,95,0
1973,MIL,AL,162,708,731,0.325,0.388,0.253,,,74,0
1973,MIN,AL,162,738,692,0.342,0.393,0.27,,,81,0
1973,MON,NL,162,668,702,0.34,0.364,0.251,,,79,0
1973,NYM,NL,161,608,588,0.315,0.338,0.246,,,82,1
1973,NYY,AL,162,641,610,0.322,0.378,0.261,,,80,0
1973,OAK,AL,162,758,615,0.333,0.389,0.26,,,94,1
1973,PHI,NL,162,642,717,0.31,0.371,0.249,,,71,0
1973,PIT,NL,162,704,693,0.315,0.405,0.261,,,80,0
1973,SDP,NL,162,548,770,0.296,0.351,0.244,,,60,0
1973,SFG,NL,162,739,702,0.335,0.407,0.262,,,88,0
1973,STL,NL,162,643,603,0.325,0.357,0.259,,,81,0
1973,TEX,AL,162,619,844,0.318,0.361,0.255,,,57,0
1971,ATL,NL,162,643,699,0.312,0.385,0.257,,,82,0
1971,BAL,AL,158,742,530,0.347,0.398,0.261,,,101,1
1971,BOS,AL,162,691,667,0.322,0.397,0.252,,,85,0
1971,CAL,AL,162,511,576,0.29,0.329,0.231,,,76,0
1971,CHC,NL,162,637,648,0.325,0.378,0.258,,,83,0
1971,CHW,AL,162,617,597,0.325,0.373,0.25,,,79,0
1971,CIN,NL,162,586,581,0.3,0.366,0.241,,,79,0
1971,CLE,AL,162,543,747,0.3,0.342,0.238,,,60,0
1971,DET,AL,162,701,645,0.325,0.405,0.254,,,91,0
1971,HOU,NL,162,585,567,0.302,0.34,0.24,,,79,0
1971,KCR,AL,161,603,566,0.313,0.353,0.25,,,85,0
1971,LAD,NL,162,663,587,0.325,0.37,0.266,,,89,0
1971,MIL,AL,161,534,609,0.304,0.329,0.229,,,69,0
1971,MIN,AL,160,654,670,0.323,0.372,0.26,,,74,0
1971,MON,NL,162,622,729,0.322,0.343,0.246,,,71,0
1971,NYM,NL,162,588,550,0.319,0.351,0.249,,,83,0
1971,NYY,AL,162,648,641,0.328,0.36,0.254,,,81,0
1971,OAK,AL,161,691,564,0.321,0.384,0.252,,,101,1
1971,PHI,NL,162,558,688,0.298,0.35,0.233,,,67,0
1971,PIT,NL,162,788,599,0.33,0.416,0.274,,,97,1
1971,SDP,NL,161,486,610,0.293,0.332,0.233,,,61,0
1971,SFG,NL,162,706,644,0.329,0.378,0.247,,,90,1
1971,STL,NL,163,739,699,0.338,0.385,0.275,,,90,0
1971,WSA,AL,159,537,660,0.307,0.326,0.23,,,63,0
1970,ATL,NL,162,736,772,0.334,0.404,0.27,,,76,0
1970,BAL,AL,162,792,574,0.344,0.401,0.257,,,108,1
1970,BOS,AL,162,786,722,0.335,0.428,0.262,,,87,0
1970,CAL,AL,162,631,630,0.309,0.363,0.251,,,86,0
1970,CHC,NL,162,806,679,0.333,0.415,0.259,,,84,0
1970,CHW,AL,162,633,822,0.315,0.362,0.253,,,56,0
1970,CIN,NL,162,775,681,0.336,0.436,0.27,,,102,1
1970,CLE,AL,162,649,675,0.314,0.394,0.249,,,76,0
1970,DET,AL,162,666,731,0.322,0.374,0.238,,,79,0
1970,HOU,NL,162,744,763,0.332,0.391,0.259,,,79,0
1970,KCR,AL,162,611,705,0.309,0.348,0.244,,,65,0
1970,LAD,NL,161,749,684,0.334,0.382,0.27,,,87,0
1970,MIL,AL,163,613,751,0.319,0.358,0.242,,,65,0
1970,MIN,AL,162,744,605,0.327,0.403,0.262,,,98,1
1970,MON,NL,162,687,807,0.323,0.365,0.237,,,73,0
1970,NYM,NL,162,695,630,0.333,0.37,0.249,,,83,0
1970,NYY,AL,163,680,612,0.324,0.365,0.251,,,93,0
1970,OAK,AL,162,678,593,0.325,0.392,0.249,,,89,0
1970,PHI,NL,161,594,730,0.305,0.356,0.238,,,73,0
1970,PIT,NL,162,729,664,0.325,0.406,0.27,,,89,1
1970,SDP,NL,162,681,788,0.312,0.391,0.246,,,63,0
1970,SFG,NL,162,831,826,0.351,0.409,0.262,,,86,0
1970,STL,NL,162,744,747,0.331,0.379,0.263,,,76,0
1970,WSA,AL,162,626,689,0.321,0.358,0.238,,,70,0
1969,ATL,NL,162,691,631,0.321,0.38,0.258,,,93,1
1969,BAL,AL,162,779,517,0.343,0.414,0.265,,,109,1
1969,BOS,AL,162,743,736,0.333,0.415,0.251,,,87,0
1969,CAL,AL,163,528,652,0.3,0.319,0.23,,,71,0
1969,CHC,NL,163,720,611,0.323,0.384,0.253,,,92,0
1969,CHW,AL,162,625,723,0.32,0.357,0.247,,,68,0
1969,CIN,NL,163,798,768,0.335,0.422,0.277,,,89,0
1969,CLE,AL,161,573,717,0.307,0.345,0.237,,,62,0
1969,DET,AL,162,701,601,0.316,0.387,0.242,,,90,0
1969,HOU,NL,162,676,668,0.33,0.352,0.24,,,81,0
1969,KCR,AL,163,586,688,0.309,0.338,0.24,,,69,0
1969,LAD,NL,162,645,561,0.315,0.359,0.254,,,85,0
1969,MIN,AL,162,790,618,0.34,0.408,0.268,,,97,1
1969,MON,NL,162,582,791,0.31,0.359,0.24,,,52,0
1969,NYM,NL,162,632,541,0.311,0.351,0.242,,,100,1
1969,NYY,AL,162,562,587,0.308,0.344,0.235,,,80,0
1969,OAK,AL,162,740,678,0.329,0.376,0.249,,,88,0
1969,PHI,NL,162,645,745,0.312,0.372,0.241,,,63,0
1969,PIT,NL,162,725,652,0.334,0.398,0.277,,,88,0
1969,SDP,NL,162,468,746,0.285,0.329,0.225,,,52,0
1969,SEP,AL,163,639,799,0.316,0.346,0.234,,,64,0
1969,SFG,NL,162,713,636,0.334,0.361,0.242,,,90,0
1969,STL,NL,162,595,540,0.316,0.359,0.253,,,87,0
1969,WSA,AL,162,694,644,0.33,0.378,0.251,,,86,0
1968,ATL,NL,163,514,549,0.307,0.339,0.252,,,81,0
1968,BAL,AL,162,579,497,0.304,0.352,0.225,,,91,0
1968,BOS,AL,162,614,611,0.313,0.352,0.236,,,86,0
1968,CAL,AL,162,498,615,0.291,0.318,0.227,,,67,0
1968,CHC,NL,163,612,611,0.298,0.366,0.242,,,84,0
1968,CHW,AL,162,463,527,0.284,0.311,0.228,,,67,0
1968,CIN,NL,163,690,673,0.32,0.389,0.273,,,83,0
1968,CLE,AL,162,516,504,0.293,0.327,0.234,,,86,0
1968,DET,AL,164,671,492,0.307,0.385,0.235,,,103,1
1968,HOU,NL,162,510,588,0.298,0.317,0.231,,,72,0
1968,LAD,NL,162,470,509,0.289,0.319,0.23,,,76,0
1968,MIN,AL,162,562,546,0.299,0.35,0.237,,,79,0
1968,NYM,NL,163,473,499,0.281,0.315,0.228,,,73,0
1968,NYY,AL,164,536,531,0.292,0.318,0.214,,,83,0
1968,OAK,AL,163,569,544,0.304,0.343,0.24,,,82,0
1968,PHI,NL,162,543,615,0.294,0.333,0.233,,,76,0
1968,PIT,NL,163,583,532,0.306,0.343,0.252,,,80,0
1968,SFG,NL,163,599,529,0.307,0.341,0.239,,,88,0
1968,STL,NL,162,583,472,0.298,0.346,0.249,,,97,1
1968,WSA,AL,161,524,665,0.287,0.336,0.224,,,65,0
1967,ATL,NL,162,631,640,0.307,0.372,0.24,,,77,0
1967,BAL,AL,161,654,592,0.31,0.372,0.24,,,76,0
1967,BOS,AL,162,722,614,0.321,0.395,0.255,,,92,1
1967,CAL,AL,161,567,587,0.301,0.349,0.238,,,84,0
1967,CHC,NL,162,702,624,0.316,0.378,0.251,,,87,0
1967,CHW,AL,162,531,491,0.291,0.32,0.225,,,89,0
1967,CIN,NL,162,604,563,0.297,0.372,0.248,,,87,0
1967,CLE,AL,162,559,613,0.293,0.359,0.235,,,75,0
1967,DET,AL,163,683,587,0.325,0.376,0.243,,,91,0
1967,HOU,NL,162,626,742,0.317,0.364,0.249,,,69,0
1967,KCA,AL,161,533,660,0.296,0.33,0.233,,,62,0
1967,LAD,NL,162,519,595,0.301,0.332,0.236,,,73,0
1967,MIN,AL,164,671,590,0.309,0.369,0.24,,,91,0
1967,NYM,NL,162,498,672,0.288,0.325,0.238,,,61,0
1967,NYY,AL,163,522,621,0.296,0.317,0.225,,,72,0
1967,PHI,NL,162,612,581,0.313,0.357,0.242,,,82,0
1967,PIT,NL,163,679,693,0.324,0.38,0.277,,,81,0
1967,SFG,NL,162,652,551,0.313,0.372,0.245,,,91,0
1967,STL,NL,161,695,557,0.32,0.379,0.263,,,101,1
1967,WSA,AL,161,550,637,0.288,0.326,0.223,,,76,0
1966,ATL,NL,163,782,683,0.326,0.424,0.263,,,85,0
1966,BAL,AL,160,755,601,0.324,0.409,0.258,,,97,1
1966,BOS,AL,162,655,731,0.31,0.376,0.24,,,72,0
1966,CAL,AL,162,604,643,0.303,0.354,0.232,,,80,0
1966,CHC,NL,162,644,809,0.313,0.38,0.254,,,59,0
1966,CHW,AL,163,574,517,0.297,0.331,0.231,,,83,0
1966,CIN,NL,160,692,702,0.309,0.395,0.26,,,76,0
1966,CLE,AL,162,574,586,0.297,0.36,0.237,,,81,0
1966,DET,AL,162,719,698,0.321,0.406,0.251,,,88,0
1966,HOU,NL,163,612,695,0.318,0.365,0.255,,,72,0
1966,KCA,AL,160,564,648,0.294,0.337,0.236,,,74,0
1966,LAD,NL,162,606,490,0.314,0.362,0.256,,,95,1
1966,MIN,AL,162,663,581,0.316,0.382,0.249,,,89,0
1966,NYM,NL,161,587,761,0.301,0.342,0.239,,,66,0
1966,NYY,AL,160,611,612,0.299,0.374,0.235,,,70,0
1966,PHI,NL,162,696,640,0.322,0.378,0.258,,,87,0
1966,PIT,NL,162,759,641,0.329,0.428,0.279,,,92,0
1966,SFG,NL,161,675,626,0.303,0.392,0.248,,,93,0
1966,STL,NL,162,571,577,0.298,0.368,0.251,,,83,0
1966,WSA,AL,159,557,659,0.295,0.355,0.234,,,71,0
1965,BAL,AL,162,641,578,0.307,0.363,0.238,,,94,0
1965,BOS,AL,162,669,791,0.327,0.4,0.251,,,62,0
1965,CAL,AL,162,527,569,0.297,0.341,0.239,,,75,0
1965,CHC,NL,164,635,723,0.307,0.358,0.238,,,72,0
1965,CHW,AL,162,647,555,0.315,0.364,0.246,,,95,0
1965,CIN,NL,162,825,704,0.339,0.439,0.273,,,89,0
1965,CLE,AL,162,663,613,0.315,0.379,0.25,,,87,0
1965,DET,AL,162,680,602,0.312,0.374,0.238,,,89,0
1965,HOU,NL,162,569,711,0.305,0.34,0.237,,,65,0
1965,KCA,AL,162,585,755,0.309,0.358,0.24,,,59,0
1965,LAD,NL,162,608,521,0.312,0.335,0.245,,,97,1
1965,MIN,AL,162,774,600,0.324,0.399,0.254,,,102,1
1965,MLN,NL,162,708,633,0.31,0.416,0.256,,,86,0
1965,NYM,NL,164,495,752,0.277,0.327,0.221,,,50,0
1965,NYY,AL,162,611,604,0.299,0.364,0.235,,,77,0
1965,PHI,NL,162,654,667,0.313,0.384,0.25,,,85,0
1965,PIT,NL,163,675,580,0.317,0.382,0.265,,,90,0
1965,SFG,NL,163,682,593,0.313,0.385,0.252,,,95,0
1965,STL,NL,162,707,674,0.314,0.371,0.254,,,80,0
1965,WSA,AL,162,591,721,0.304,0.35,0.228,,,70,0
1964,BAL,AL,163,679,567,0.316,0.387,0.248,,,97,0
1964,BOS,AL,162,688,793,0.322,0.416,0.258,,,72,0
1964,CHC,NL,162,649,724,0.314,0.39,0.251,,,76,0
1964,CHW,AL,162,642,501,0.32,0.353,0.247,,,98,0
1964,CIN,NL,163,660,566,0.308,0.372,0.249,,,92,0
1964,CLE,AL,164,689,693,0.312,0.38,0.247,,,79,0
1964,DET,AL,163,699,678,0.319,0.395,0.253,,,85,0
1964,HOU,NL,162,495,628,0.285,0.315,0.229,,,66,0
1964,KCA,AL,163,621,836,0.311,0.379,0.239,,,57,0
1964,LAA,AL,162,544,551,0.304,0.344,0.242,,,82,0
1964,LAD,NL,164,614,572,0.305,0.34,0.25,,,80,0
1964,MIN,AL,163,737,678,0.322,0.427,0.252,,,79,0
1964,MLN,NL,162,803,744,0.333,0.418,0.272,,,88,0
1964,NYM,NL,163,569,776,0.296,0.348,0.246,,,53,0
1964,NYY,AL,164,730,577,0.317,0.387,0.253,,,99,1
1964,PHI,NL,162,693,632,0.315,0.391,0.258,,,92,0
1964,PIT,NL,162,663,636,0.315,0.389,0.264,,,80,0
1964,SFG,NL,162,656,587,0.31,0.382,0.246,,,90,0
1964,STL,NL,162,715,652,0.324,0.392,0.272,,,93,1
1964,WSA,AL,162,578,733,0.299,0.348,0.231,,,62,0
1963,BAL,AL,162,644,621,0.31,0.38,0.249,,,86,0
1963,BOS,AL,161,666,704,0.312,0.4,0.252,,,76,0
1963,CHC,NL,162,570,578,0.297,0.363,0.238,,,82,0
1963,CHW,AL,162,683,544,0.323,0.365,0.25,,,94,0
1963,CIN,NL,162,648,594,0.31,0.371,0.246,,,86,0
1963,CLE,AL,162,635,702,0.301,0.381,0.239,,,79,0
1963,DET,AL,162,700,703,0.327,0.382,0.252,,,79,0
1963,HOU,NL,162,464,640,0.283,0.301,0.22,,,66,0
1963,KCA,AL,162,615,704,0.313,0.353,0.247,,,73,0
1963,LAA,AL,161,597,660,0.309,0.354,0.25,,,70,0
1963,LAD,NL,163,640,550,0.309,0.357,0.251,,,99,1
1963,MIN,AL,161,767,602,0.325,0.43,0.255,,,91,0
1963,MLN,NL,163,677,603,0.312,0.37,0.244,,,84,0
1963,NYM,NL,162,501,774,0.285,0.315,0.219,,,51,0
1963,NYY,AL,161,714,547,0.309,0.403,0.252,,,104,1
1963,PHI,NL,162,642,578,0.306,0.381,0.252,,,87,0
1963,PIT,NL,162,567,595,0.309,0.359,0.25,,,74,0
1963,SFG,NL,162,725,641,0.316,0.414,0.258,,,88,0
1963,STL,NL,162,747,628,0.326,0.403,0.271,,,93,0
1963,WSA,AL,162,578,812,0.293,0.351,0.227,,,56,0
1962,BAL,AL,162,652,680,0.314,0.387,0.248,,,77,0
1962,BOS,AL,160,707,756,0.324,0.403,0.258,,,76,0
1962,CHC,NL,162,632,827,0.317,0.377,0.253,,,59,0
1962,CHW,AL,162,707,658,0.334,0.372,0.257,,,85,0
1962,CIN,NL,162,802,685,0.332,0.417,0.27,,,98,0
1962,CLE,AL,162,682,745,0.312,0.388,0.245,,,80,0
1962,DET,AL,161,758,692,0.33,0.411,0.248,,,85,0
1962,HOU,NL,162,592,717,0.31,0.351,0.246,,,64,0
1962,KCA,AL,162,745,837,0.332,0.386,0.263,,,72,0
1962,LAA,AL,162,718,706,0.325,0.38,0.25,,,86,0
1962,LAD,NL,165,842,697,0.337,0.4,0.268,,,102,0
1962,MIN,AL,163,798,713,0.338,0.412,0.26,,,91,0
1962,MLN,NL,162,730,665,0.326,0.403,0.252,,,86,0
1962,NYM,NL,161,617,948,0.318,0.361,0.24,,,40,0
1962,NYY,AL,162,817,680,0.337,0.426,0.267,,,96,1
1962,PHI,NL,161,705,759,0.33,0.39,0.26,,,81,0
1962,PIT,NL,161,706,626,0.321,0.394,0.268,,,93,0
1962,SFG,NL,165,878,690,0.341,0.441,0.278,,,103,1
1962,STL,NL,163,774,664,0.335,0.394,0.271,,,84,0
1962,WSA,AL,162,599,716,0.308,0.373,0.25,,,60,0